Abbreviation,Number,Full Title,Raw Credits,Min Credits,Max Credits,Has Credit Range,Gen-Eds,Full Description
AAAD,691,Honors Research I,3.0,3.0,3.0,False,['EE- Mentored Research'],"Permission of the department. Beginning of mentored research on an honors thesis. Required of all candidates for graduation with honors in African, African American, and Diaspora studies. Gen Ed: EE- Mentored Research. Grading status: Letter grade. "
AAAD,692,Honors Research II,3.0,3.0,3.0,False,['EE- Mentored Research'],"Permission of the department. Completion of an honors thesis under the direction of a member of the faculty. Required of all candidates for graduation with honors in African, African American, and Diaspora studies. Gen Ed: EE- Mentored Research. Grading status: Letter grade. "

AMST,51,First-Year Seminar: Navigating America,3.0,3.0,3.0,False,"['SS', 'CI', 'EE- Field Work']","Analyze American journeys and destinations, focusing on how resources, technology, transportation, and cultural influences have transformed the navigation and documentation of America. Multimedia documentation of personal journey required. Gen Ed: SS, CI, EE- Field Work. Grading status: Letter grade. "
AMST,53,First-Year Seminar: The Family and Social Change in America,3.0,3.0,3.0,False,"['HS', 'CI', 'NA']","This course uses changes in the American family over the past century as a way of understanding larger processes of social change. Honors version availableGen Ed: HS, CI, NA. Grading status: Letter grade. "
AMST,54,First-Year Seminar: The Indians' New Worlds: Southeastern Histories from 1200 to 1800,3.0,3.0,3.0,False,"['HS', 'US', 'WB']","This course uses archaeological and historical scholarship to consider the histories of the Southern Indians from the Mississippian period to the end of the 18th century. Gen Ed: HS, US, WB. Grading status: Letter grade. Same as: ANTH 54. "
AMST,55,First-Year Seminar: Birth and Death in the United States,3.0,3.0,3.0,False,"['PH', 'CI', 'US']","This course explores birth and death as essential human rites of passage that are invested with significance by changing and diverse American historical, cultural, ethnic, and ethical contexts. Honors version availableGen Ed: PH, CI, US. Grading status: Letter grade. "
AMST,59,First-Year Seminar: American Indian Art in the 20th Century,3.0,3.0,3.0,False,"['VP', 'CI', 'US']","This course examines 20th-century American Indian art within the context of critical topics in the field such as sovereignty, colonialism, modernity, modernism, gender, and representation. Gen Ed: VP, CI, US. Grading status: Letter grade. "
AMST,60,"First-Year Seminar: American Indians in History, Law, and Literature",3.0,3.0,3.0,False,"['HS', 'US']","This research seminar provides a grounding in American Indian law, history, and literature. Students will conduct research for presentation on Wikipedia. Gen Ed: HS, US. Grading status: Letter grade. "
AMST,61,First-Year Seminar: Navigating the World through American Eyes,3.0,3.0,3.0,False,['GL'],"Designed to help prepare students for future study abroad opportunities and travel, service, and work in a global environment, the seminar focuses on critical differences, including transportation and other forms of infrastructure, that impact navigating places, people, and information. Individual competitive global travel proposals will be developed and presented. Gen Ed: GL. Grading status: Letter grade. "
AMST,62,"First-Year Seminar: Mobility, Roads, NASCAR, and Southern Culture",3.0,3.0,3.0,False,"['LA', 'US']","This seminar looks at the culture, history, memories, and meanings of mobility for a diverse range of people in southern cultures. In particular, students will read and discuss books and articles by scholars on roads, cars, access, and diverse southern cultures. Gen Ed: LA, US. Grading status: Letter grade. "
AMST,89,First Year Seminar:  Special Topics,3.0,3.0,3.0,False,[],Special topics course. Content will vary each semester. Honors version availableRepeat rules: May be repeated for credit; may be repeated in the same term for different topics; 6 total credits. 2 total completions. Grading status: Letter grade. 
AMST,101,The Emergence of Modern America,3.0,3.0,3.0,False,"['HS', 'NA']","Interdisciplinary examination of two centuries of American culture, focusing on moments of change and transformation. Gen Ed: HS, NA. Grading status: Letter grade. "
AMST,102,Myth and History in American Memory,3.0,3.0,3.0,False,"['HS', 'NA', 'US']","Examines the role of memory in constructing historical meaning and in imagining the boundaries of American cultural communities. Explores popular rituals, artifacts, monuments, and public performances. Previously offered as AMST 384. Gen Ed: HS, NA, US. Grading status: Letter grade. "
AMST,110,Introduction to the Cultures and Histories of Native North America,3.0,3.0,3.0,False,"['HS', 'NA', 'US']","An interdisciplinary introduction to Native American history and studies. The course uses history, literature, art, and cultural studies to study the Native American experience. Gen Ed: HS, NA, US. Grading status: Letter grade. Same as: HIST 110. "
AMST,175,Introduction to Food Studies: From Science to Society,3.0,3.0,3.0,False,"['GL', 'NA']","Introduction to food studies covering a variety of topics including how food was consumed over history, land use and aquaculture, food in the arts, food and culture in the American South, food politics, and nutrition science. Gen Ed: GL, NA. Grading status: Letter grade. Same as: NUTR 175, ANTH 175. "
AMST,201,Literary Approaches to American Studies,3.0,3.0,3.0,False,"['LA', 'NA', 'US']","A study of interdisciplinary methods and the concept of American Studies with an emphasis on the historical context for literary texts. Gen Ed: LA, NA, US. Grading status: Letter grade. "
AMST,202,Historical Approaches to American Studies,3.0,3.0,3.0,False,"['HS', 'NA']","A study of interdisciplinary methods and the concept of American studies with an emphasis on historical and cultural analysis. Gen Ed: HS, NA. Grading status: Letter grade. "
AMST,203,Approaches to American Indian Studies,3.0,3.0,3.0,False,"['HS', 'NA', 'US']","Introduces students to the disciplines comprising American Indian studies and teaches them how to integrate disciplines for a more complete understanding of the experiences of American Indian peoples. Gen Ed: HS, NA, US. Grading status: Letter grade. Same as: ANTH 203. "
AMST,210,Approaches to Southern Studies:  A Historical Analysis of the American South,3.0,3.0,3.0,False,"['HS', 'NA', 'US']","An examination of both the mythical and real American South and its diverse peoples through the study of the region's archaeological, geographical, and environmental history integrated with the study of the region's sociology and its economic, political, intellectual, and religious history. Gen Ed: HS, NA, US. Grading status: Letter grade. "
AMST,211,Approaches to Southern Studies: The Literary and Cultural Worlds of the American South,3.0,3.0,3.0,False,"['LA', 'NA', 'US']","An examination of Southern cultural identity, literary imagination, and sense of place with an emphasis on the fiction, folklore, foodways, art, architecture, music, and material culture of the American South. Gen Ed: LA, NA, US. Grading status: Letter grade. "
AMST,220,On the Question of the Animal: Contemporary Animal Studies,3.0,3.0,3.0,False,"['PH', 'NA']","This course is an introduction to ""animal studies,"" through animal rights, animal welfare, food studies, and the human/animal distinction in philosophical inquiry. We will read work from dog and horse trainers, and explore the history of the American racetrack. This course builds a moral and ethical reasoning skill set. Gen Ed: PH, NA. Grading status: Letter grade. "
AMST,225,Comedy and Ethics,3.0,3.0,3.0,False,"['PH', 'NA']","This course explores the historical, sociocultural, and legal significance of 20th- and 21st-century comedy in the United States. We will consider comedy as public voice; examine how humor constructs and disrupts American identities; and discuss the ethics of the creative process, performance, and reception. Gen Ed: PH, NA. Grading status: Letter grade. "
